name,address,governorate,city,district
صيدلية د. خالد سيد,شارع البحر، مبنى 5، عند النفق، حي البلينا، المنشأة، سوهاج,سوهاج,المنشأة,حي البلينا
صيدلية د. أحمد حسن,شارع الروضة، مبنى 37، بعد محطة المترو، حي سوهاج، المراغة، سوهاج,سوهاج,المراغة,حي سوهاج
صيدلية د. فتحي أحمد,شارع الطيران، مبنى 122، أمام البنك، حي طهطا، أخميم، سوهاج,سوهاج,أخميم,حي طهطا
صيدلية حسن,شارع الخزان، مبنى 139، بجانب المدرسة، حي جرجا، المراغة، سوهاج,سوهاج,المراغة,حي جرجا
صيدلية د. بهاء عمر,شارع الجامعة، مبنى 94، بجانب المدرسة، حي البلينا، طما، سوهاج,سوهاج,طما,حي البلينا
صيدلية د. فتحي عادل,شارع الأهرام، مبنى 130، بعد محطة المترو، حي سوهاج، المراغة، سوهاج,سوهاج,المراغة,حي سوهاج
صيدلية العافية,شارع الروضة، مبنى 3، بجوار المسجد، حي أخميم، جهينة، سوهاج,سوهاج,جهينة,حي أخميم
صيدلية الفردوس,شارع 26 يوليو، مبنى 79، بجانب المدرسة، حي طهطا، طما، سوهاج,سوهاج,طما,حي طهطا
صيدلية رانيا فؤاد,شارع الثورة، مبنى 75، عند النفق، حي دار السلام، أخميم الجديدة، سوهاج,سوهاج,أخميم الجديدة,حي دار السلام
صيدلية لواء,شارع العشرين، مبنى 95، بجانب المدرسة، حي البلينا، أخميم الجديدة، سوهاج,سوهاج,أخميم الجديدة,حي البلينا
صيدلية النور,شارع السادات، مبنى 103، حي أخميم، أخميم الجديدة، سوهاج,سوهاج,أخميم الجديدة,حي أخميم
صيدلية د. خالد شريف,شارع مكرم عبيد، مبنى 136، حي البلينا، مدينة سوهاج، سوهاج,سوهاج,مدينة سوهاج,حي البلينا
صيدلية لواء,شارع النصر، مبنى 136، عند النفق، حي دار السلام، جرجا، سوهاج,سوهاج,جرجا,حي دار السلام
صيدلية الأمل,شارع طلعت حرب، مبنى 11، أمام البنك، حي دار السلام، طهطا، سوهاج,سوهاج,طهطا,حي دار السلام
صيدلية د. هايدي إبراهيم,شارع طلعت حرب، مبنى 100، بجوار المسجد، حي دار السلام، طهطا، سوهاج,سوهاج,طهطا,حي دار السلام
صيدلية سعيد وليد,شارع الميناء، مبنى 90، بعد محطة المترو، حي سوهاج، أخميم، سوهاج,سوهاج,أخميم,حي سوهاج
صيدلية سحر محمود,شارع البحر، مبنى 40، عند النفق، حي أخميم، جهينة، سوهاج,سوهاج,جهينة,حي أخميم
صيدلية د. عادل حسين,شارع البحر، مبنى 128، عند النفق، حي طهطا، العسيرات، سوهاج,سوهاج,العسيرات,حي طهطا
صيدلية سوسن,شارع رمسيس، مبنى 146، بجوار المسجد، حي دار السلام، مدينة سوهاج، سوهاج,سوهاج,مدينة سوهاج,حي دار السلام
صيدلية د. عاصم نبيل,شارع الوفاء، مبنى 59، بعد محطة المترو، حي أخميم، المنشأة، سوهاج,سوهاج,المنشأة,حي أخميم
صيدلية عزة,شارع المدرسة، مبنى 122، بجوار المسجد، حي البلينا، دار السلام، سوهاج,سوهاج,دار السلام,حي البلينا
صيدلية د. وائل عمر,شارع الحرية، مبنى 19، بجانب المدرسة، حي طهطا، أخميم، سوهاج,سوهاج,أخميم,حي طهطا
صيدلية منير,شارع محمد علي، مبنى 59، أمام البنك، حي دار السلام، ساقلتة، سوهاج,سوهاج,ساقلتة,حي دار السلام
صيدلية عمرو,شارع بورسعيد، مبنى 77، أمام البنك، حي البلينا، طما، سوهاج,سوهاج,طما,حي البلينا
صيدلية د. لواء الفقي,شارع القنال، مبنى 139، عند النفق، حي جرجا، طهطا، سوهاج,سوهاج,طهطا,حي جرجا
صيدلية إيمان مصطفى,شارع الأمل، مبنى 133، أمام البنك، حي أخميم، العسيرات، سوهاج,سوهاج,العسيرات,حي أخميم
صيدلية الجمهورية,شارع العشرين، مبنى 23، بجانب المدرسة، حي دار السلام، سوهاج، سوهاج,سوهاج,سوهاج,حي دار السلام
صيدلية الجمهورية,شارع الأهرام، مبنى 39، عند النفق، حي جرجا، طما، سوهاج,سوهاج,طما,حي جرجا
صيدلية ليلى وائل,شارع الميناء، مبنى 89، بجانب المدرسة، حي أخميم، أخميم الجديدة، سوهاج,سوهاج,أخميم الجديدة,حي أخميم
صيدلية العافية,شارع المسجد، مبنى 9، حي البلينا، أخميم، سوهاج,سوهاج,أخميم,حي البلينا
صيدلية د. نبيل وليد,شارع الوحدة، مبنى 12، أمام البنك، حي جرجا، المراغة، سوهاج,سوهاج,المراغة,حي جرجا
صيدلية سوسن,شارع الوحدة، مبنى 97، بجانب المدرسة، حي أخميم، جهينة، سوهاج,سوهاج,جهينة,حي أخميم
صيدلية محمود,شارع المحطة، مبنى 92، أمام البنك، حي البلينا، جهينة، سوهاج,سوهاج,جهينة,حي البلينا
صيدلية أيمن عبدالجواد,شارع الميناء، مبنى 45، بجوار المسجد، حي دار السلام، العسيرات، سوهاج,سوهاج,العسيرات,حي دار السلام
صيدلية الفردوس,شارع السوق، مبنى 112، أمام البنك، حي سوهاج، ساقلتة، سوهاج,سوهاج,ساقلتة,حي سوهاج
صيدلية د. عبدالرحمن السيد,شارع الزهراء، مبنى 137، بعد محطة المترو، حي دار السلام، سوهاج، سوهاج,سوهاج,سوهاج,حي دار السلام
صيدلية وحيد,شارع الأهرام، مبنى 9، أمام البنك، حي البلينا، دار السلام، سوهاج,سوهاج,دار السلام,حي البلينا
صيدلية د. أنور هاني,شارع المعز، مبنى 129، بعد محطة المترو، حي سوهاج، ساقلتة، سوهاج,سوهاج,ساقلتة,حي سوهاج
صيدلية هاني,شارع 26 يوليو، مبنى 15، أمام البنك، حي سوهاج، المنشأة، سوهاج,سوهاج,المنشأة,حي سوهاج
صيدلية د. أمل فؤاد,شارع الميناء، مبنى 22، حي جرجا، المراغة، سوهاج,سوهاج,المراغة,حي جرجا
صيدلية الصحة,شارع المقاومة، مبنى 98، بجوار المسجد، حي طهطا، دار السلام، سوهاج,سوهاج,دار السلام,حي طهطا
صيدلية لواء عاطف,شارع العشرين، مبنى 136، عند النفق، حي طهطا، العسيرات، سوهاج,سوهاج,العسيرات,حي طهطا
صيدلية بهاء عبدالستار,شارع السوق، مبنى 28، بجوار المسجد، حي أخميم، جرجا، سوهاج,سوهاج,جرجا,حي أخميم
صيدلية فتحي,شارع العروبة، مبنى 88، عند النفق، حي البلينا، جهينة، سوهاج,سوهاج,جهينة,حي البلينا
صيدلية علي غانم,شارع المقاومة، مبنى 114، بعد محطة المترو، حي دار السلام، طما، سوهاج,سوهاج,طما,حي دار السلام
صيدلية وحيد,شارع القنال، مبنى 149، بجوار المسجد، حي سوهاج، العسيرات، سوهاج,سوهاج,العسيرات,حي سوهاج
صيدلية سلوى سلامة,شارع فيصل، مبنى 48، أمام البنك، حي جرجا، أخميم، سوهاج,سوهاج,أخميم,حي جرجا
صيدلية رمضان,شارع الميناء، مبنى 110، حي جرجا، المراغة، سوهاج,سوهاج,المراغة,حي جرجا
صيدلية د. نعمت الشيخ,شارع بورسعيد، مبنى 29، بجانب المدرسة، حي سوهاج، البلينا، سوهاج,سوهاج,البلينا,حي سوهاج
صيدلية د. أحمد جلال,شارع الخليفة، مبنى 112، بجانب المدرسة، حي سوهاج، المراغة، سوهاج,سوهاج,المراغة,حي سوهاج
صيدلية هدى وائل,شارع الحرية، مبنى 88، حي أخميم، البلينا، سوهاج,سوهاج,البلينا,حي أخميم
صيدلية عبلة مصطفى,شارع الخزان، مبنى 25، عند النفق، حي دار السلام، أخميم، سوهاج,سوهاج,أخميم,حي دار السلام
صيدلية حسين,شارع محمد علي، مبنى 33، عند النفق، حي جرجا، جرجا، سوهاج,سوهاج,جرجا,حي جرجا
صيدلية د. غادة غانم,شارع المسجد، مبنى 34، أمام البنك، حي دار السلام، أخميم، سوهاج,سوهاج,أخميم,حي دار السلام
صيدلية د. عمر مدحت,شارع البحر، مبنى 42، أمام البنك، حي أخميم، أخميم الجديدة، سوهاج,سوهاج,أخميم الجديدة,حي أخميم
صيدلية د. دينا وائل,شارع النخيل، مبنى 104، أمام البنك، حي سوهاج، دار السلام، سوهاج,سوهاج,دار السلام,حي سوهاج
صيدلية سحر,شارع الأزهر، مبنى 144، عند النفق، حي دار السلام، العسيرات، سوهاج,سوهاج,العسيرات,حي دار السلام
صيدلية الفردوس,شارع البنك، مبنى 144، بعد محطة المترو، حي أخميم، طما، سوهاج,سوهاج,طما,حي أخميم
صيدلية عبدالله,شارع مكرم عبيد، مبنى 14، بجانب المدرسة، حي أخميم، المراغة، سوهاج,سوهاج,المراغة,حي أخميم
صيدلية فريدة,شارع البحر، مبنى 107، عند النفق، حي البلينا، مدينة سوهاج، سوهاج,سوهاج,مدينة سوهاج,حي البلينا
صيدلية أماني إبراهيم,شارع الاستقلال، مبنى 106، بعد محطة المترو، حي سوهاج، العسيرات، سوهاج,سوهاج,العسيرات,حي سوهاج
صيدلية هشام,شارع العشرين، مبنى 19، بجوار المسجد، حي دار السلام، مدينة سوهاج، سوهاج,سوهاج,مدينة سوهاج,حي دار السلام
صيدلية د. رائد فathy,شارع 26 يوليو، مبنى 140، عند النفق، حي البلينا، المراغة، سوهاج,سوهاج,المراغة,حي البلينا
صيدلية د. نعمت عطية,شارع الروضة، مبنى 105، بجوار المسجد، حي دار السلام، البلينا، سوهاج,سوهاج,البلينا,حي دار السلام
صيدلية الجمهورية,شارع طلعت حرب، مبنى 149، بجانب المدرسة، حي أخميم، العسيرات، سوهاج,سوهاج,العسيرات,حي أخميم
صيدلية أمل حسام,شارع الأمل، مبنى 57، بجوار المسجد، حي دشنا، الوقف، قنا,قنا,الوقف,حي دشنا
صيدلية د. مجدي حامد,شارع الميناء، مبنى 39، بجوار المسجد، حي قنا، نجع حمادي، قنا,قنا,نجع حمادي,حي قنا
صيدلية د. هدى حامد,شارع البحر، مبنى 23، بجوار المسجد، حي فرشوط، نجع حمادي، قنا,قنا,نجع حمادي,حي فرشوط
صيدلية العافية,شارع القنال، مبنى 70، أمام البنك، حي نجع حمادي، مدينة قنا، قنا,قنا,مدينة قنا,حي نجع حمادي
صيدلية الفردوس,شارع الميناء، مبنى 14، بجانب المدرسة، حي دشنا، قفط، قنا,قنا,قفط,حي دشنا
صيدلية بهاء,شارع عباس العقاد، مبنى 114، بجوار المسجد، حي قنا، مدينة قنا، قنا,قنا,مدينة قنا,حي قنا
صيدلية د. خالد محمود,شارع 26 يوليو، مبنى 37، بجوار المسجد، حي قوص، نقادة، قنا,قنا,نقادة,حي قوص
صيدلية د. منال سيد,شارع الخليفة، مبنى 35، بعد محطة المترو، حي فرشوط، دشنا، قنا,قنا,دشنا,حي فرشوط
صيدلية عاطف,شارع الجمهورية، مبنى 99، عند النفق، حي قنا، قفط، قنا,قنا,قفط,حي قنا
صيدلية الفردوس,شارع الخليفة، مبنى 54، حي قوص، أبو تشت، قنا,قنا,أبو تشت,حي قوص
صيدلية عبلة,شارع الحرية، مبنى 136، بجانب المدرسة، حي قنا، الوقف، قنا,قنا,الوقف,حي قنا
صيدلية إيمان,شارع الجمهورية، مبنى 33، حي قنا، قفط، قنا,قنا,قفط,حي قنا
صيدلية د. جلال فathy,شارع الزهراء، مبنى 140، بجوار المسجد، حي نجع حمادي، قوص، قنا,قنا,قوص,حي نجع حمادي
صيدلية الأمل,شارع التحرير، مبنى 54، حي قنا، دشنا، قنا,قنا,دشنا,حي قنا
صيدلية د. نعمت عبدالله,شارع المسجد، مبنى 13، بجانب المدرسة، حي فرشوط، نجع حمادي، قنا,قنا,نجع حمادي,حي فرشوط
صيدلية عادل,شارع المحطة، مبنى 4، حي فرشوط، أبو تشت، قنا,قنا,أبو تشت,حي فرشوط
صيدلية د. مدحت عطية,شارع الثورة، مبنى 33، عند النفق، حي قوص، قفط، قنا,قنا,قفط,حي قوص
صيدلية د. إيهاب هشام,شارع الميناء، مبنى 146، بجوار المسجد، حي أبو تشت، دشنا، قنا,قنا,دشنا,حي أبو تشت
صيدلية خالد رمضان,شارع الوحدة، مبنى 128، حي دشنا، نقادة، قنا,قنا,نقادة,حي دشنا
صيدلية غادة عبدالستار,شارع محمد علي، مبنى 104، أمام البنك، حي فرشوط، أبو تشت، قنا,قنا,أبو تشت,حي فرشوط
صيدلية د. نبيل طارق,شارع عباس العقاد، مبنى 50، بعد محطة المترو، حي فرشوط، نقادة، قنا,قنا,نقادة,حي فرشوط
صيدلية د. منير علي,شارع الطيران، مبنى 27، بعد محطة المترو، حي قنا، قنا، قنا,قنا,قنا,حي قنا
صيدلية جلال وائل,شارع البنك، مبنى 58، عند النفق، حي قوص، مدينة قنا، قنا,قنا,مدينة قنا,حي قوص
صيدلية سمير يوسف,شارع الخزان، مبنى 149، حي نجع حمادي، مدينة قنا، قنا,قنا,مدينة قنا,حي نجع حمادي
صيدلية نعمت فؤاد,شارع الخزان، مبنى 26، عند النفق، حي قنا، قنا، قنا,قنا,قنا,حي قنا
صيدلية د. منير حسين,شارع البنك، مبنى 126، بجوار المسجد، حي قنا، نقادة، قنا,قنا,نقادة,حي قنا
صيدلية العافية,شارع المدرسة، مبنى 56، حي أبو تشت، قنا، قنا,قنا,قنا,حي أبو تشت
صيدلية مها,شارع الاستقلال، مبنى 87، حي دشنا، أبو تشت، قنا,قنا,أبو تشت,حي دشنا
صيدلية د. سحر هاني,شارع محمد علي، مبنى 123، بجوار المسجد، حي فرشوط، نقادة، قنا,قنا,نقادة,حي فرشوط
صيدلية د. محمد مصطفى,شارع المقاومة، مبنى 37، أمام البنك، حي نجع حمادي، مدينة قنا، قنا,قنا,مدينة قنا,حي نجع حمادي
صيدلية فؤاد,شارع الهرم، مبنى 1، عند النفق، حي قنا، قوص، قنا,قنا,قوص,حي قنا
صيدلية الفردوس,شارع الجامعة، مبنى 128، بجانب المدرسة، حي فرشوط، نقادة، قنا,قنا,نقادة,حي فرشوط
صيدلية الجمهورية,شارع الوحدة، مبنى 136، بعد محطة المترو، حي نجع حمادي، مدينة قنا، قنا,قنا,مدينة قنا,حي نجع حمادي
صيدلية الجمهورية,شارع الثورة، مبنى 87، بجوار المسجد، حي قنا، قفط، قنا,قنا,قفط,حي قنا
صيدلية لواء,شارع المعز، مبنى 60، بجوار المسجد، حي نجع حمادي، أبو تشت، قنا,قنا,أبو تشت,حي نجع حمادي
صيدلية محمود,شارع الوفاء، مبنى 101، عند النفق، حي قنا، نقادة، قنا,قنا,نقادة,حي قنا
صيدلية رانيا فathy,شارع فلسطين، مبنى 70، بجانب المدرسة، حي دشنا، نقادة، قنا,قنا,نقادة,حي دشنا
صيدلية الجمهورية,شارع الخزان، مبنى 107، أمام البنك، حي أبو تشت، قوص، قنا,قنا,قوص,حي أبو تشت
صيدلية د. سلوى عطية,شارع عباس العقاد، مبنى 134، أمام البنك، حي دشنا، نجع حمادي، قنا,قنا,نجع حمادي,حي دشنا
صيدلية د. أحمد حجازي,شارع طلعت حرب، مبنى 29، أمام البنك، حي دشنا، قفط، قنا,قنا,قفط,حي دشنا
صيدلية هايدي إبراهيم,شارع النصر، مبنى 149، بعد محطة المترو، حي دشنا، قنا، قنا,قنا,قنا,حي دشنا
صيدلية د. فؤاد وحيد,شارع الثورة، مبنى 118، بعد محطة المترو، حي قنا، قفط، قنا,قنا,قفط,حي قنا
صيدلية سعاد,شارع السوق، مبنى 40، أمام البنك، حي دشنا، الوقف، قنا,قنا,الوقف,حي دشنا
صيدلية د. وحيد مجدي,شارع المحطة، مبنى 135، بجانب المدرسة، حي قنا، فرشوط، قنا,قنا,فرشوط,حي قنا
صيدلية د. حسن فؤاد,شارع الطيران، مبنى 142، بعد محطة المترو، حي أبو تشت، قفط، قنا,قنا,قفط,حي أبو تشت
صيدلية د. مجدي حسونة,شارع الهرم، مبنى 25، بجوار المسجد، حي قنا، الوقف، قنا,قنا,الوقف,حي قنا
صيدلية د. أماني عادل,شارع الأهرام، مبنى 85، بعد محطة المترو، حي أبو تشت، نقادة، قنا,قنا,نقادة,حي أبو تشت
صيدلية د. فاتن أشرف,شارع المحطة، مبنى 34، عند النفق، حي فرشوط، قفط، قنا,قنا,قفط,حي فرشوط
صيدلية د. حسن محمد,شارع العروبة، مبنى 82، بجوار المسجد، حي فرشوط، دشنا، قنا,قنا,دشنا,حي فرشوط
صيدلية الأمل,شارع المسجد، مبنى 147، بجانب المدرسة، حي دشنا، قفط، قنا,قنا,قفط,حي دشنا
صيدلية أشرف فؤاد,شارع العروبة، مبنى 110، بعد محطة المترو، حي قنا، قنا، قنا,قنا,قنا,حي قنا
صيدلية د. خالد عبدالرحمن,شارع الزهراء، مبنى 121، بجانب المدرسة، حي دشنا، قنا، قنا,قنا,قنا,حي دشنا
صيدلية الصحة,شارع الاستقلال، مبنى 85، بجوار المسجد، حي قنا، نقادة، قنا,قنا,نقادة,حي قنا
صيدلية الجمهورية,شارع الروضة، مبنى 53، بعد محطة المترو، حي فرشوط، الوقف، قنا,قنا,الوقف,حي فرشوط
صيدلية الأمل,شارع طلعت حرب، مبنى 58، عند النفق، حي نجع حمادي، نجع حمادي، قنا,قنا,نجع حمادي,حي نجع حمادي
صيدلية صبحي الفقي,شارع القنال، مبنى 133، حي فرشوط، فرشوط، قنا,قنا,فرشوط,حي فرشوط
صيدلية د. جلال وائل,شارع الجلاء، مبنى 126، حي قوص، نجع حمادي، قنا,قنا,نجع حمادي,حي قوص
صيدلية الفردوس,شارع النخيل، مبنى 43، حي نجع حمادي، أبو تشت، قنا,قنا,أبو تشت,حي نجع حمادي
صيدلية فاتن,شارع القنال، مبنى 145، أمام البنك، حي فرشوط، مدينة قنا، قنا,قنا,مدينة قنا,حي فرشوط
صيدلية د. صبحي صبحي,شارع الوحدة، مبنى 71، أمام البنك، حي قوص، الوقف، قنا,قنا,الوقف,حي قوص
صيدلية د. رائد هشام,شارع القنال، مبنى 86، بجانب المدرسة، حي قوص، قوص، قنا,قنا,قوص,حي قوص
صيدلية د. إيهاب إبراهيم,شارع السادات، مبنى 112، بجوار المسجد، حي قنا، قوص، قنا,قنا,قوص,حي قنا
صيدلية الأمل,شارع الهرم، مبنى 113، بعد محطة المترو، حي دشنا، دشنا، قنا,قنا,دشنا,حي دشنا
صيدلية د. محمود أشرف,شارع السادات، مبنى 77، بعد محطة المترو، حي نجع حمادي، الوقف، قنا,قنا,الوقف,حي نجع حمادي
صيدلية د. إبراهيم مدحت,شارع السادات، مبنى 107، أمام البنك، حي فرشوط، نقادة، قنا,قنا,نقادة,حي فرشوط
صيدلية سوسن أيمن,شارع الهرم، مبنى 86، حي نجع حمادي، مدينة قنا، قنا,قنا,مدينة قنا,حي نجع حمادي
صيدلية إيناس,شارع البحر، مبنى 109، بجوار المسجد، حي قنا، قنا، قنا,قنا,قنا,حي قنا
صيدلية د. نعمت هاني,شارع فيصل، مبنى 89، بجوار المسجد، حي فرشوط، قنا، قنا,قنا,قنا,حي فرشوط
صيدلية الفردوس,شارع المقاومة، مبنى 56، بجوار المسجد، حي نجع حمادي، نجع حمادي، قنا,قنا,نجع حمادي,حي نجع حمادي
صيدلية حسام أنور,شارع الخليفة، مبنى 70، بجوار المسجد، حي دشنا، نجع حمادي، قنا,قنا,نجع حمادي,حي دشنا
صيدلية الفردوس,شارع البحر، مبنى 70، عند النفق، حي نجع حمادي، مدينة قنا، قنا,قنا,مدينة قنا,حي نجع حمادي
صيدلية د. محمد هاني,شارع الثورة، مبنى 27، بجانب المدرسة، حي فرشوط، نقادة، قنا,قنا,نقادة,حي فرشوط
صيدلية عزة أيمن,شارع محمد علي، مبنى 3، بعد محطة المترو، حي قنا، نجع حمادي، قنا,قنا,نجع حمادي,حي قنا
صيدلية د. فاتن عطية,شارع الخزان، مبنى 46، عند النفق، حي دشنا، نجع حمادي، قنا,قنا,نجع حمادي,حي دشنا
صيدلية د. دينا يوسف,شارع مكرم عبيد، مبنى 146، عند النفق، حي نجع حمادي، قوص، قنا,قنا,قوص,حي نجع حمادي
صيدلية لواء,شارع الميناء، مبنى 44، بعد محطة المترو، حي فرشوط، فرشوط، قنا,قنا,فرشوط,حي فرشوط
صيدلية د. بهاء إيهاب,شارع الزهراء، مبنى 48، بجانب المدرسة، حي أبو تشت، قفط، قنا,قنا,قفط,حي أبو تشت
صيدلية محمد,شارع الميناء، مبنى 128، بجانب المدرسة، حي دشنا، فرشوط، قنا,قنا,فرشوط,حي دشنا
صيدلية د. رانيا حجازي,شارع الخليفة، مبنى 102، عند النفق، حي قوص، نقادة، قنا,قنا,نقادة,حي قوص
صيدلية د. طارق السيد,شارع الطيران، مبنى 118، عند النفق، حي فرشوط، نقادة، قنا,قنا,نقادة,حي فرشوط
صيدلية هشام عوض,شارع مكرم عبيد، مبنى 134، بجانب المدرسة، حي أبو تشت، قفط، قنا,قنا,قفط,حي أبو تشت
صيدلية د. سامية عبدالجواد,شارع الطيران، مبنى 56، عند النفق، حي فرشوط، قفط، قنا,قنا,قفط,حي فرشوط
صيدلية فريدة,شارع فيصل، مبنى 31، بجانب المدرسة، حي دشنا، مدينة قنا، قنا,قنا,مدينة قنا,حي دشنا
صيدلية د. لواء شريف,شارع فلسطين، مبنى 107، بعد محطة المترو، حي قنا، قوص، قنا,قنا,قوص,حي قنا
صيدلية د. وائل عوض,شارع المحطة، مبنى 102، بعد محطة المترو، حي أبو تشت، قنا، قنا,قنا,قنا,حي أبو تشت
صيدلية د. عزة السيد,شارع مكرم عبيد، مبنى 129، أمام البنك، حي نجع حمادي، قوص، قنا,قنا,قوص,حي نجع حمادي
صيدلية صبحي نبيل,شارع المقاومة، مبنى 135، بجانب المدرسة، حي قوص، الوقف، قنا,قنا,الوقف,حي قوص
صيدلية د. طارق علي,شارع الأقصى، مبنى 15، حي أبو تشت، نجع حمادي، قنا,قنا,نجع حمادي,حي أبو تشت
صيدلية د. سوسن أحمد,شارع بورسعيد، مبنى 111، عند النفق، حي قوص، نجع حمادي، قنا,قنا,نجع حمادي,حي قوص
صيدلية د. رانيا سلامة,شارع الأزهر، مبنى 123، بعد محطة المترو، حي دشنا، نجع حمادي، قنا,قنا,نجع حمادي,حي دشنا
صيدلية سوسن أنور,شارع القنال، مبنى 45، حي قنا، قنا، قنا,قنا,قنا,حي قنا
صيدلية حورية,شارع الجمهورية، مبنى 122، عند النفق، حي نجع حمادي، الوقف، قنا,قنا,الوقف,حي نجع حمادي
صيدلية د. عبلة إبراهيم,شارع الزهراء، مبنى 12، بعد محطة المترو، حي فرشوط، مدينة قنا، قنا,قنا,مدينة قنا,حي فرشوط
صيدلية وفاء أشرف,شارع المدرسة، مبنى 16، أمام البنك، حي دشنا، قفط، قنا,قنا,قفط,حي دشنا
صيدلية الفردوس,شارع الميناء، مبنى 46، بعد محطة المترو، حي أبو تشت، أبو تشت، قنا,قنا,أبو تشت,حي أبو تشت
صيدلية الأمل,شارع الأمل، مبنى 73، أمام البنك، حي أبو تشت، قوص، قنا,قنا,قوص,حي أبو تشت
صيدلية الجمهورية,شارع الوحدة، مبنى 114، بجانب المدرسة، حي دشنا، فرشوط، قنا,قنا,فرشوط,حي دشنا
صيدلية النور,شارع الوحدة، مبنى 80، عند النفق، حي قنا، دشنا، قنا,قنا,دشنا,حي قنا
صيدلية د. هشام خالد,شارع الميناء، مبنى 11، عند النفق، حي فرشوط، قفط، قنا,قنا,قفط,حي فرشوط
صيدلية د. نبيل عبدالرحمن,شارع التحرير، مبنى 139، بجوار المسجد، حي قنا، دشنا، قنا,قنا,دشنا,حي قنا
صيدلية د. حسام هشام,شارع المدرسة، مبنى 102، بجوار المسجد، حي أبو تشت، مدينة قنا، قنا,قنا,مدينة قنا,حي أبو تشت
صيدلية سامية مصطفى,شارع التحرير، مبنى 27، عند النفق، حي نجع حمادي، نقادة، قنا,قنا,نقادة,حي نجع حمادي
صيدلية الصحة,شارع عباس العقاد، مبنى 50، عند النفق، حي دشنا، نجع حمادي، قنا,قنا,نجع حمادي,حي دشنا
صيدلية لواء,شارع النصر، مبنى 100، حي دشنا، مدينة قنا، قنا,قنا,مدينة قنا,حي دشنا
صيدلية مدحت وليد,شارع الجلاء، مبنى 12، بجوار المسجد، حي قنا، أبو تشت، قنا,قنا,أبو تشت,حي قنا
صيدلية فاتن عمرو,شارع الميناء، مبنى 43، عند النفق، حي دشنا، قنا، قنا,قنا,قنا,حي دشنا
صيدلية الصحة,شارع المدرسة، مبنى 68، بجوار المسجد، حي دشنا، نجع حمادي، قنا,قنا,نجع حمادي,حي دشنا
صيدلية رانيا كمال,شارع كورنيش النيل، مبنى 103، بجانب المدرسة، حي أبو تشت، دشنا، قنا,قنا,دشنا,حي أبو تشت
صيدلية د. منير هشام,شارع السوق، مبنى 47، بجانب المدرسة، حي أبو تشت، قفط، قنا,قنا,قفط,حي أبو تشت
صيدلية د. عبدالعزيز وائل,شارع الهرم، مبنى 14، بعد محطة المترو، حي قوص، أبو تشت، قنا,قنا,أبو تشت,حي قوص
صيدلية عبدالعزيز السيد,شارع مكرم عبيد، مبنى 109، حي فرشوط، نقادة، قنا,قنا,نقادة,حي فرشوط
صيدلية سمير,شارع عباس العقاد، مبنى 65، حي أبو تشت، نجع حمادي، قنا,قنا,نجع حمادي,حي أبو تشت
صيدلية الأمل,شارع الزهراء، مبنى 13، حي قوص، قوص، قنا,قنا,قوص,حي قوص
صيدلية سعاد علي,شارع الأهرام، مبنى 59، عند النفق، حي فرشوط، قنا، قنا,قنا,قنا,حي فرشوط
صيدلية خالد,شارع الجلاء، مبنى 48، أمام البنك، حي أبو تشت، قفط، قنا,قنا,قفط,حي أبو تشت
صيدلية نهى,شارع الأهرام، مبنى 38، حي قوص، أبو تشت، قنا,قنا,أبو تشت,حي قوص
صيدلية د. سلوى عاطف,شارع الجامعة، مبنى 80، بجوار المسجد، حي قنا، فرشوط، قنا,قنا,فرشوط,حي قنا
صيدلية الأمل,شارع الجلاء، مبنى 104، عند النفق، حي نجع حمادي، نقادة، قنا,قنا,نقادة,حي نجع حمادي
صيدلية د. عاصم وحيد,شارع البحر، مبنى 17، عند النفق، حي قوص، نقادة، قنا,قنا,نقادة,حي قوص
صيدلية الصحة,شارع الأمل، مبنى 110، أمام البنك، حي قنا، الوقف، قنا,قنا,الوقف,حي قنا
صيدلية د. إيمان فؤاد,شارع الأقصى، مبنى 86، حي دشنا، قوص، قنا,قنا,قوص,حي دشنا
صيدلية د. هشام عوض,شارع رمسيس، مبنى 58، أمام البنك، حي دشنا، نقادة، قنا,قنا,نقادة,حي دشنا
صيدلية وليد,شارع المقاومة، مبنى 126، عند النفق، حي قوص، نقادة، قنا,قنا,نقادة,حي قوص
صيدلية د. عمر عمرو,شارع فيصل، مبنى 136، أمام البنك، حي نجع حمادي، قفط، قنا,قنا,قفط,حي نجع حمادي
صيدلية نادية,شارع الوحدة، مبنى 81، بجانب المدرسة، حي قوص، نقادة، قنا,قنا,نقادة,حي قوص
صيدلية د. فؤاد حجازي,شارع الأقصى، مبنى 137، أمام البنك، حي نجع حمادي، نقادة، قنا,قنا,نقادة,حي نجع حمادي
صيدلية العافية,شارع النصر، مبنى 40، بجوار المسجد، حي قوص، قنا، قنا,قنا,قنا,حي قوص
صيدلية إيمان كمال,شارع البحر، مبنى 68، حي دشنا، قوص، قنا,قنا,قوص,حي دشنا
صيدلية د. خالد عبدالجواد,شارع فلسطين، مبنى 14، بجوار المسجد، حي قنا، قوص، قنا,قنا,قوص,حي قنا
صيدلية الفردوس,شارع المقاومة، مبنى 27، بجوار المسجد، حي نجع حمادي، الوقف، قنا,قنا,الوقف,حي نجع حمادي
صيدلية الأمل,شارع الميناء، مبنى 40، بجانب المدرسة، حي قنا، قوص، قنا,قنا,قوص,حي قنا
