id,trade_name,generic_name,active_ingredient,company,gtin,barcode,strength,form,package_size,price_range,requires_prescription,storage_conditions,category
med_01282,HPV Vaccine Standard,HPV Vaccine,Unknown,Merck,6222002274342,6222003964234,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01283,HPV Vaccine,HPV Vaccine,Unknown,Merck,6223002419380,6221003292818,Standard,Tablet,50 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01284,HPV Vaccine,HPV Vaccine,Unknown,Merck,6223002391776,6222001753586,Standard,Tablet,50 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01285,Gardasil Standard,Gardasil,Unknown,Merck,6222002212835,6223001478272,Standard,Tablet,50 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01286,Gardasil,Gardasil,Unknown,Merck,6222001616756,6222003451882,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01287,Gardasil,Gardasil,Unknown,Merck,6223001503165,6221003929942,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01288,HPV Vaccine Standard,HPV Vaccine,Unknown,Merck,6221003642872,6222001569943,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01289,HPV Vaccine,HPV Vaccine,Unknown,Merck,6221003448287,6222001465685,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01290,HPV Vaccine,HPV Vaccine,Unknown,Merck,6221001263876,6221001396913,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01291,Gardasil Standard,Gardasil,Unknown,Merck,6221001468283,6222003291932,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01292,Gardasil,Gardasil,Unknown,Merck,6223001559371,6222003474201,Standard,Tablet,50 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01293,Gardasil,Gardasil,Unknown,Merck,6222003670540,6221003783555,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01294,Proquad Standard,Proquad,Unknown,Merck,6223002438735,6221003761234,Standard,Tablet,50 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01295,Proquad,Proquad,Unknown,Merck,6221001806926,6223002164081,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01296,Proquad,Proquad,Unknown,Merck,6221001892531,6221001551682,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01297,MMRV Vaccine Standard,MMRV Vaccine,Unknown,Merck,6222003424460,6223001505682,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01298,MMRV Vaccine,MMRV Vaccine,Unknown,Merck,6221003355836,6222003667639,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01299,MMRV Vaccine,MMRV Vaccine,Unknown,Merck,6222002176179,6222001460253,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01300,Proquad Standard,Proquad,Unknown,Merck,6222003763317,6223002184092,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01301,Proquad,Proquad,Unknown,Merck,6222001497614,6221001622149,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01302,Proquad,Proquad,Unknown,Merck,6222002522210,6221001664724,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01303,MMRV Vaccine Standard,MMRV Vaccine,Unknown,Merck,6222003638857,6221003740945,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01304,MMRV Vaccine,MMRV Vaccine,Unknown,Merck,6222001381237,6223001701184,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01305,MMRV Vaccine,MMRV Vaccine,Unknown,Merck,6221002876531,6221002354410,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01306,Proquad Standard,Proquad,Unknown,Merck,6222001788663,6221002244386,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01307,Proquad,Proquad,Unknown,Merck,6221002972000,6221002265347,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01308,Proquad,Proquad,Unknown,Merck,6223002854588,6222003776930,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Vaccines
med_01309,Zestril 50mg,Zestril,Lisinopril,AstraZeneca,6222001719992,6221002236933,50mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01310,Zestril,Zestril,Lisinopril,AstraZeneca,6222002529031,6221003255307,50mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01311,Zestril,Zestril,Amlodipine,AstraZeneca,6222001463105,6221002492199,100mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01312,Lisinopril 10mg,Lisinopril,Lisinopril,AstraZeneca,6222003501596,6223001711043,10mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01313,Lisinopril,Lisinopril,Lisinopril,AstraZeneca,6221001918924,6221002722260,10mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01314,Lisinopril,Lisinopril,Lisinopril,AstraZeneca,6222002207120,6223001812140,20mg,Tablet,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01315,Zestril 10mg,Zestril,Atorvastatin,AstraZeneca,6222003181471,6223001317867,10mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01316,Zestril,Zestril,Atorvastatin,AstraZeneca,6223001366251,6223001606444,25mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01317,Zestril,Zestril,Atorvastatin,AstraZeneca,6221003122028,6222002546598,25mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01318,Lisinopril 10mg,Lisinopril,Lisinopril,AstraZeneca,6222003648790,6222002780951,10mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01319,Lisinopril,Lisinopril,Lisinopril,AstraZeneca,6221001449897,6221002721995,10mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01320,Lisinopril,Lisinopril,Lisinopril,AstraZeneca,6221001977233,6221003725144,5mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01321,Zestril 10mg,Zestril,Lisinopril,AstraZeneca,6223001560173,6223001233308,10mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01322,Zestril,Zestril,Lisinopril,AstraZeneca,6221002803369,6222003479216,20mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01323,Zestril,Zestril,Lisinopril,AstraZeneca,6222001520594,6223001938269,20mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01324,Tenormin 5mg,Tenormin,Lisinopril,AstraZeneca,6223001384495,6221003219058,5mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01325,Tenormin,Tenormin,Lisinopril,AstraZeneca,6222001950504,6222002724291,50mg,Tablet,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01326,Tenormin,Tenormin,Lisinopril,AstraZeneca,6221003652370,6221003341676,25mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01327,Atenolol 50mg,Atenolol,Amlodipine,AstraZeneca,6222002612160,6222001522457,50mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01328,Atenolol,Atenolol,Lisinopril,AstraZeneca,6221001809130,6221003269968,20mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01329,Atenolol,Atenolol,Lisinopril,AstraZeneca,6222002237791,6222002826207,100mg,Tablet,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01330,Tenormin 20mg,Tenormin,Lisinopril,AstraZeneca,6223002224661,6221002383217,20mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01331,Tenormin,Tenormin,Atorvastatin,AstraZeneca,6221003424609,6222003140691,25mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01332,Tenormin,Tenormin,Atorvastatin,AstraZeneca,6223001575217,6221001561699,20mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01333,Atenolol 25mg,Atenolol,Amlodipine,AstraZeneca,6222001396567,6221001286701,25mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01334,Atenolol,Atenolol,Amlodipine,AstraZeneca,6221001331031,6221003791516,10mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01335,Atenolol,Atenolol,Amlodipine,AstraZeneca,6221001415705,6222003244253,10mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01336,Tenormin 20mg,Tenormin,Atorvastatin,AstraZeneca,6221002547710,6222003224296,20mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01337,Tenormin,Tenormin,Lisinopril,AstraZeneca,6222003546904,6222003453053,5mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01338,Tenormin,Tenormin,Amlodipine,AstraZeneca,6222003691786,6223001691750,100mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01339,Toprol 50mg,Toprol,Amlodipine,AstraZeneca,6221003920133,6222003309856,50mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01340,Toprol,Toprol,Lisinopril,AstraZeneca,6222002105194,6221003825205,5mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01341,Toprol,Toprol,Amlodipine,AstraZeneca,6223001842831,6221002413175,20mg,Tablet,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01342,Metoprolol 25mg,Metoprolol,Lisinopril,AstraZeneca,6222002238527,6221003246832,25mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01343,Metoprolol,Metoprolol,Lisinopril,AstraZeneca,6222002124597,6223001181090,5mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01344,Metoprolol,Metoprolol,Lisinopril,AstraZeneca,6221003557768,6222002614088,50mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01345,Toprol 20mg,Toprol,Atorvastatin,AstraZeneca,6221002202543,6221002891892,20mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01346,Toprol,Toprol,Atorvastatin,AstraZeneca,6221003109830,6223001282436,10mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01347,Toprol,Toprol,Amlodipine,AstraZeneca,6222001400421,6222002678472,10mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01348,Metoprolol 10mg,Metoprolol,Lisinopril,AstraZeneca,6223001997027,6221002137548,10mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01349,Metoprolol,Metoprolol,Lisinopril,AstraZeneca,6221001381394,6222003381949,20mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01350,Metoprolol,Metoprolol,Amlodipine,AstraZeneca,6221001866113,6221001818681,25mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01351,Toprol 10mg,Toprol,Atorvastatin,AstraZeneca,6223002380663,6223002969651,10mg,Tablet,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01352,Toprol,Toprol,Atorvastatin,AstraZeneca,6221002509812,6221002553272,100mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01353,Toprol,Toprol,Atorvastatin,AstraZeneca,6222002171446,6223001610786,20mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_01354,Symbicort 8mg,Symbicort,Unknown,AstraZeneca,6223001476582,6221002138983,8mg,Tablet,100 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01355,Symbicort,Symbicort,Unknown,AstraZeneca,6223002568774,6223001118124,100mcg,Syrup,100ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01356,Symbicort,Symbicort,Unknown,AstraZeneca,6222003882909,6221001987069,250mcg,Tablet,30 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01357,Budesonide/Formoterol 100mcg,Budesonide/Formoterol,Unknown,AstraZeneca,6222001167343,6222002195235,100mcg,Tablet,100 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01358,Budesonide/Formoterol,Budesonide/Formoterol,Unknown,AstraZeneca,6221002355022,6222001370044,8mg,Syrup,100ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01359,Budesonide/Formoterol,Budesonide/Formoterol,Unknown,AstraZeneca,6222001317097,6221002388245,8mg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01360,Symbicort 500mcg,Symbicort,Unknown,AstraZeneca,6223002194523,6223001786487,500mcg,Inhaler,1 inhaler,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01361,Symbicort,Symbicort,Unknown,AstraZeneca,6223001340865,6222001201618,250mcg,Inhaler,1 inhaler,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01362,Symbicort,Symbicort,Unknown,AstraZeneca,6222002366238,6223001920037,100mcg,Syrup,120ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01363,Budesonide/Formoterol 500mcg,Budesonide/Formoterol,Unknown,AstraZeneca,6222002554106,6223001779538,500mcg,Tablet,30 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01364,Budesonide/Formoterol,Budesonide/Formoterol,Unknown,AstraZeneca,6221002370516,6223002535633,4mg,Tablet,20 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01365,Budesonide/Formoterol,Budesonide/Formoterol,Unknown,AstraZeneca,6223002445922,6221002954144,8mg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01366,Symbicort 500mcg,Symbicort,Unknown,AstraZeneca,6222002356211,6221002814449,500mcg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01367,Symbicort,Symbicort,Unknown,AstraZeneca,6223002619599,6222001606628,8mg,Tablet,100 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01368,Symbicort,Symbicort,Unknown,AstraZeneca,6223001362495,6223001324751,100mcg,Syrup,250ml,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01369,Pulmicort 250mcg,Pulmicort,Unknown,AstraZeneca,6222003582634,6222001449135,250mcg,Tablet,10 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01370,Pulmicort,Pulmicort,Unknown,AstraZeneca,6223002105034,6221003622886,8mg,Tablet,100 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01371,Pulmicort,Pulmicort,Unknown,AstraZeneca,6222003662211,6221002794693,8mg,Tablet,50 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01372,Budesonide 8mg,Budesonide,Unknown,AstraZeneca,6221003118767,6221001677327,8mg,Tablet,10 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01373,Budesonide,Budesonide,Unknown,AstraZeneca,6223002606890,6222002497737,4mg,Inhaler,1 inhaler,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01374,Budesonide,Budesonide,Unknown,AstraZeneca,6221003240883,6222002748805,100mcg,Tablet,30 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01375,Pulmicort 100mcg,Pulmicort,Unknown,AstraZeneca,6221001708313,6221002863214,100mcg,Inhaler,2 inhalers,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01376,Pulmicort,Pulmicort,Unknown,AstraZeneca,6221003305444,6221001426383,8mg,Inhaler,2 inhalers,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01377,Pulmicort,Pulmicort,Unknown,AstraZeneca,6222003257466,6222001305509,100mcg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01378,Budesonide 4mg,Budesonide,Unknown,AstraZeneca,6221002839914,6221003445117,4mg,Tablet,30 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01379,Budesonide,Budesonide,Unknown,AstraZeneca,6221003204338,6223002214416,4mg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01380,Budesonide,Budesonide,Unknown,AstraZeneca,6222003958409,6222003125680,250mcg,Tablet,50 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01381,Pulmicort 4mg,Pulmicort,Unknown,AstraZeneca,6221003554927,6221003572467,4mg,Tablet,20 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01382,Pulmicort,Pulmicort,Unknown,AstraZeneca,6221001216484,6222001333892,8mg,Tablet,50 units,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01383,Pulmicort,Pulmicort,Unknown,AstraZeneca,6222003448637,6222003240064,500mcg,Nebulizer solution,30,50-200 EGP,True,"Store below 25°C, protect from light",Respiratory
med_01384,Nolvadex Standard,Nolvadex,Unknown,AstraZeneca,6221003336712,6223001587429,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01385,Nolvadex,Nolvadex,Unknown,AstraZeneca,6222001786777,6223002563358,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01386,Nolvadex,Nolvadex,Unknown,AstraZeneca,6223001148928,6221001909830,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01387,Tamoxifen Standard,Tamoxifen,Amoxicillin,AstraZeneca,6223001682802,6223001105186,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01388,Tamoxifen,Tamoxifen,Amoxicillin,AstraZeneca,6222001427496,6221001751567,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01389,Tamoxifen,Tamoxifen,Amoxicillin,AstraZeneca,6223002420100,6223002902956,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01390,Nolvadex Standard,Nolvadex,Unknown,AstraZeneca,6223001145739,6222001616671,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01391,Nolvadex,Nolvadex,Unknown,AstraZeneca,6223001595535,6221003186786,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01392,Nolvadex,Nolvadex,Unknown,AstraZeneca,6223002106240,6221002950603,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01393,Tamoxifen Standard,Tamoxifen,Amoxicillin,AstraZeneca,6221001370261,6222001686452,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01394,Tamoxifen,Tamoxifen,Amoxicillin,AstraZeneca,6221001597814,6222002857428,Standard,Tablet,50 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01395,Tamoxifen,Tamoxifen,Amoxicillin,AstraZeneca,6221003987447,6221003124415,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01396,Nolvadex Standard,Nolvadex,Unknown,AstraZeneca,6222003606941,6222003707234,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01397,Nolvadex,Nolvadex,Unknown,AstraZeneca,6223001908751,6222001245791,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01398,Nolvadex,Nolvadex,Unknown,AstraZeneca,6223002397356,6222001466914,Standard,Tablet,50 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01399,Arimidex Standard,Arimidex,Unknown,AstraZeneca,6221001342230,6223001537583,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01400,Arimidex,Arimidex,Unknown,AstraZeneca,6223002704033,6221002438510,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01401,Arimidex,Arimidex,Unknown,AstraZeneca,6222001272929,6222002241630,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01402,Anastrozole Standard,Anastrozole,Unknown,AstraZeneca,6223001466027,6222003993212,Standard,Tablet,50 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01403,Anastrozole,Anastrozole,Unknown,AstraZeneca,6221002940829,6221003795178,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01404,Anastrozole,Anastrozole,Unknown,AstraZeneca,6221003343809,6221003627423,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01405,Arimidex Standard,Arimidex,Unknown,AstraZeneca,6223001581473,6221003427312,Standard,Tablet,20 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01406,Arimidex,Arimidex,Unknown,AstraZeneca,6222003950754,6221002813043,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01407,Arimidex,Arimidex,Unknown,AstraZeneca,6221003937552,6223002800361,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01408,Anastrozole Standard,Anastrozole,Unknown,AstraZeneca,6222003239700,6223002361617,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01409,Anastrozole,Anastrozole,Unknown,AstraZeneca,6221002985560,6223002287596,Standard,Tablet,100 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01410,Anastrozole,Anastrozole,Unknown,AstraZeneca,6221001808383,6223001393141,Standard,Tablet,10 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01411,Arimidex Standard,Arimidex,Unknown,AstraZeneca,6221003429633,6221002860396,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01412,Arimidex,Arimidex,Unknown,AstraZeneca,6221003854356,6221001773435,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01413,Arimidex,Arimidex,Unknown,AstraZeneca,6221002629536,6221001518528,Standard,Tablet,30 units,20-100 EGP,False,"Store below 25°C, protect from light",Cancer
med_01414,Aspirin 200mg,Aspirin,Ibuprofen,Bayer,6223002806361,6222002672691,200mg,Injection,1ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01415,Aspirin,Aspirin,Diclofenac,Bayer,6221003782393,6222003684341,400mg,Gel,30g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01416,Aspirin,Aspirin,Diclofenac,Bayer,6223001249695,6222003243036,1000mg,Capsule,30 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01417,Acetylsalicylic acid 200mg,Acetylsalicylic acid,Paracetamol,Bayer,6221003646388,6222002882472,200mg,Capsule,50 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01418,Acetylsalicylic acid,Acetylsalicylic acid,Paracetamol,Bayer,6223001672795,6223001706547,1000mg,Injection,10ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01419,Acetylsalicylic acid,Acetylsalicylic acid,Diclofenac,Bayer,6222002483997,6221003970370,600mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01420,Aspirin Cardio 600mg,Aspirin Cardio,Paracetamol,Bayer,6221002574643,6223002619966,600mg,Injection,5ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01421,Aspirin Cardio,Aspirin Cardio,Diclofenac,Bayer,6223001422446,6222003811166,1000mg,Suppository,12,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01422,Aspirin Cardio,Aspirin Cardio,Paracetamol,Bayer,6222001553699,6221001490269,600mg,Capsule,30 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01423,Aspirin 1000mg,Aspirin,Paracetamol,Bayer,6222001410760,6223002893486,1000mg,Tablet,10 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01424,Aspirin,Aspirin,Ibuprofen,Bayer,6223002859667,6221003860617,400mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01425,Aspirin,Aspirin,Paracetamol,Bayer,6221003145178,6221002921932,1000mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01426,Aspirin 600mg,Aspirin,Paracetamol,Bayer,6223001200443,6222002412347,600mg,Gel,50g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01427,Aspirin,Aspirin,Ibuprofen,Bayer,6223002894131,6222002767591,200mg,Tablet,10 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01428,Aspirin,Aspirin,Paracetamol,Bayer,6223002342539,6221001941532,600mg,Tablet,100 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01429,Aleve 400mg,Aleve,Paracetamol,Bayer,6221002223545,6221001988883,400mg,Capsule,50 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01430,Aleve,Aleve,Paracetamol,Bayer,6222001954833,6223001844929,200mg,Tablet,20 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01431,Aleve,Aleve,Paracetamol,Bayer,6221003539272,6221001400036,600mg,Injection,10ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01432,Naproxen 1000mg,Naproxen,Paracetamol,Bayer,6222001551360,6221002344005,1000mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01433,Naproxen,Naproxen,Paracetamol,Bayer,6221001184448,6221002938839,400mg,Suppository,6,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01434,Naproxen,Naproxen,Paracetamol,Bayer,6222002596799,6222003778296,500mg,Gel,100g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01435,Aleve 500mg,Aleve,Paracetamol,Bayer,6222002917658,6221003433743,500mg,Capsule,50 units,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01436,Aleve,Aleve,Ibuprofen,Bayer,6221002474324,6222002602081,400mg,Gel,100g,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01437,Aleve,Aleve,Ibuprofen,Bayer,6221003487752,6222002399244,1000mg,Injection,10ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
med_01438,Naproxen 1000mg,Naproxen,Ibuprofen,Bayer,6223002782741,6222001167474,1000mg,Injection,2ml,5-50 EGP,False,"Store below 25°C, protect from light",Painkillers
