id,tradeName,scientificName,company,category,price,currency,dosageForm,strength,requiresPrescription,availability,description
drug_00525,Norethindrone/Ethinyl Estradiol,Estradiol,Medical Union,Women's Health,241.64,EGP,Tablet,,True,Available,Norethindrone/Ethinyl Estradiol - Women's Health medication by Medical Union
drug_00526,Ortho Tri-Cyclen,Norgestimate/Ethinyl Estradiol,Janssen,Women's Health,145.64,EGP,Tablet,,True,Available,Ortho Tri-Cyclen - Women's Health medication by Janssen
drug_00527,Ortho Cyclen,Unknown,Janssen,Women's Health,71.04,EGP,Tablet,,True,Out of Stock,Ortho Cyclen - Women's Health medication by Janssen
drug_00528,Norgestimate/Ethinyl Estradiol,Estradiol,LEO Pharma,Women's Health,85.33,EGP,Tablet,,True,Out of Stock,Norgestimate/Ethinyl Estradiol - Women's Health medication by LEO Pharma
drug_00529,NuvaRing,Etonogestrel/Ethinyl Estradiol,Merck,Women's Health,113.73,EGP,Ring,,True,Out of Stock,NuvaRing - Women's Health medication by Merck
drug_00530,Etonogestrel/Ethinyl Estradiol,Estradiol,Sanofi,Women's Health,193.71,EGP,Tablet,,True,Available,Etonogestrel/Ethinyl Estradiol - Women's Health medication by Sanofi
drug_00531,Vaginal Ring,Unknown,AstraZeneca,Women's Health,114.44,EGP,Ring,,True,Available,Vaginal Ring - Women's Health medication by AstraZeneca
drug_00532,Mirena,Levonorgestrel,Bayer,Women's Health,267.3,EGP,Tablet,,True,Limited,Mirena - Women's Health medication by Bayer
drug_00533,Levonorgestrel IUD,Levonorgestrel,Novartis,Women's Health,347.9,EGP,IUD,,True,Out of Stock,Levonorgestrel IUD - Women's Health medication by Novartis
drug_00534,Intrauterine Device,Unknown,GSK,Women's Health,210.82,EGP,Tablet,,True,Out of Stock,Intrauterine Device - Women's Health medication by GSK
drug_00535,Plan B,Levonorgestrel,Teva,Women's Health,73.21,EGP,Tablet,,True,Out of Stock,Plan B - Women's Health medication by Teva
drug_00536,Levonorgestrel 1.5mg,Levonorgestrel,Sigma,Women's Health,200.2,EGP,Tablet,1.5mg,True,Limited,Levonorgestrel 1.5mg - Women's Health medication by Sigma
drug_00537,Emergency Contraception,Unknown,Medical Union,Women's Health,41.32,EGP,Tablet,,True,Out of Stock,Emergency Contraception - Women's Health medication by Medical Union
drug_00538,Ella,Ulipristal Acetate,Actavis,Women's Health,55.34,EGP,Tablet,,True,Out of Stock,Ella - Women's Health medication by Actavis
drug_00539,Ulipristal Acetate 30mg,Ulipristal,EIPICO,Women's Health,327.78,EGP,Tablet,30mg,True,Limited,Ulipristal Acetate 30mg - Women's Health medication by EIPICO
drug_00540,Emergency Contraceptive,Unknown,Global Napi,Women's Health,289.36,EGP,Tablet,,True,Available,Emergency Contraceptive - Women's Health medication by Global Napi
drug_00541,Diflucan,Fluconazole,Pfizer,Women's Health,365.35,EGP,Tablet,,True,Out of Stock,Diflucan - Women's Health medication by Pfizer
drug_00542,Fluconazole 150mg,Fluconazole,Novartis,Women's Health,294.61,EGP,Tablet,150mg,True,Out of Stock,Fluconazole 150mg - Women's Health medication by Novartis
drug_00543,Yeast Infection Treatment,Unknown,LEO Pharma,Women's Health,276.67,EGP,Tablet,,True,Limited,Yeast Infection Treatment - Women's Health medication by LEO Pharma
drug_00544,Monistat 3,Miconazole,Janssen,Women's Health,343.26,EGP,Tablet,,True,Available,Monistat 3 - Women's Health medication by Janssen
drug_00545,Miconazole 3,Miconazole,Sedico,Women's Health,222.3,EGP,Tablet,,True,Limited,Miconazole 3 - Women's Health medication by Sedico
drug_00546,Vaginal Antifungal,Unknown,Sandoz,Women's Health,53.41,EGP,Tablet,,True,Available,Vaginal Antifungal - Women's Health medication by Sandoz
drug_00547,Gyne-Lotrimin,Clotrimazole,Bayer,Women's Health,250.61,EGP,Tablet,,True,Out of Stock,Gyne-Lotrimin - Women's Health medication by Bayer
drug_00548,Clotrimazole 3,Clotrimazole,Medical Union,Women's Health,233.44,EGP,Tablet,,True,Out of Stock,Clotrimazole 3 - Women's Health medication by Medical Union
drug_00549,Vaginal Cream,Cream,Amoun,Women's Health,146.22,EGP,Cream,,True,Limited,Vaginal Cream - Women's Health medication by Amoun
