name,governorate,city,district,address,phone,location_url,district_id
صيدلية علي وعلي - المركز الرئيسي,السويس,المركز الرئيسي,الحي 4,شارع 99، خلف المسجد، الحي 4,0158535538,"https://www.google.com/maps?q=29.81733712019345,30.01480419642777",DIST-13-768
صيدلية خليل - المركز الرئيسي,دمياط,المركز الرئيسي,الحي 9,شارع 100، خلف البنك، الحي 9,0126803653,"https://www.google.com/maps?q=30.02794394111753,31.153097868961506",DIST-10-177
صيدلية خليل - بلبيس,الشرقية,بلبيس,الحي 9,شارع 94، خلف المسجد، الحي 9,0109736624,"https://www.google.com/maps?q=30.793591003857543,30.297401450231543",DIST-05-490
صيدلية 19011 - المركز الرئيسي,القليوبية,المركز الرئيسي,الحي 5,شارع 93، خلف المدرسة، الحي 5,0119741004,"https://www.google.com/maps?q=30.37073202484988,30.81077147898748",DIST-03-430
صيدلية د. محمد حسين,أسيوط,المركز الرئيسي,الحي 3,شارع 17، خلف المسجد، الحي 3,0123014931,"https://www.google.com/maps?q=29.240848760734554,30.607061386805412",DIST-17-812
صيدلية العزبي - المركز الرئيسي,القليوبية,المركز الرئيسي,الحي 9,شارع 50، خلف البنك، الحي 9,0123139568,"https://www.google.com/maps?q=30.83153908124666,30.93003974758116",DIST-03-641
صيدلية سيف - المركز الرئيسي,السويس,المركز الرئيسي,الحي 9,شارع 87، خلف المسجد، الحي 9,0117672498,"https://www.google.com/maps?q=29.5155908883971,30.64982675098491",DIST-13-982
صيدلية صيدليات شاكر - المركز الرئيسي,الغربية,المركز الرئيسي,الحي 7,شارع 74، خلف المسجد، الحي 7,0105870413,"https://www.google.com/maps?q=29.62071123047148,31.241270461365257",DIST-07-546
صيدلية صيدلية المدينة - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 10,شارع 19، خلف البنك، الحي 10,0102864133,"https://www.google.com/maps?q=30.290294200478176,30.063790564973086",DIST-14-658
صيدلية العزبي - العاشر من رمضان,الشرقية,العاشر من رمضان,الحي 2,شارع 14، خلف المدرسة، الحي 2,0107049556,"https://www.google.com/maps?q=30.55457511240689,30.351488437182862",DIST-05-310
صيدلية صيدليات شاكر - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 4,شارع 70، خلف البنك، الحي 4,0125506198,"https://www.google.com/maps?q=29.5566447269727,30.213119264891084",DIST-26-774
صيدلية خليل - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 9,شارع 82، خلف المسجد، الحي 9,0104653105,"https://www.google.com/maps?q=29.198455128178466,30.835284676491373",DIST-11-281
صيدلية 19011 - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 2,شارع 17، خلف البنك، الحي 2,0155853140,"https://www.google.com/maps?q=30.07628689173273,31.41024432240685",DIST-26-472
صيدلية سيف - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 9,شارع 61، خلف المسجد، الحي 9,0127850824,"https://www.google.com/maps?q=30.079046248460898,31.859073219689495",DIST-14-519
صيدلية رشدي - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 10,شارع 58، خلف البنك، الحي 10,0122140887,"https://www.google.com/maps?q=29.85353162517818,30.18644446489674",DIST-16-492
صيدلية 19011 - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 2,شارع 49، خلف البنك، الحي 2,0115368599,"https://www.google.com/maps?q=30.46211837677128,31.592307443462072",DIST-24-600
صيدلية مصر - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 6,شارع 25، خلف البنك، الحي 6,0154574617,"https://www.google.com/maps?q=29.394700113060217,31.910454551731757",DIST-16-504
صيدلية د. محمود علي,دمياط,المركز الرئيسي,الحي 3,شارع 94، خلف البنك، الحي 3,0115186220,"https://www.google.com/maps?q=29.692450524773843,30.985831220143293",DIST-10-365
صيدلية د. علي سيد,الأقصر,المركز الرئيسي,الحي 5,شارع 76، خلف المسجد، الحي 5,0123226117,"https://www.google.com/maps?q=30.55663353247167,31.52816168598756",DIST-20-517
صيدلية مصر - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 7,شارع 61، خلف المسجد، الحي 7,0109665539,"https://www.google.com/maps?q=30.165978491272774,30.778603330279964",DIST-16-691
صيدلية خليل - ميت غمر,الدقهلية,ميت غمر,الحي 1,شارع 48، خلف المدرسة، الحي 1,0109269115,"https://www.google.com/maps?q=29.379722705004163,31.93418121261405",DIST-04-641
صيدلية د. علي محمد,الإسماعيلية,المركز الرئيسي,الحي 1,شارع 13، خلف المسجد، الحي 1,0103611437,"https://www.google.com/maps?q=29.30400626502151,31.190656768699384",DIST-12-678
صيدلية سيف - المركز الرئيسي,الغربية,المركز الرئيسي,الحي 9,شارع 53، خلف المسجد، الحي 9,0154283228,"https://www.google.com/maps?q=29.627629657453646,31.553171578898187",DIST-07-629
صيدلية علي وعلي - المركز الرئيسي,البحيرة,المركز الرئيسي,الحي 7,شارع 91، خلف المسجد، الحي 7,0112963750,"https://www.google.com/maps?q=29.168200941309312,30.627144314510304",DIST-08-928
صيدلية العزبي - المركز الرئيسي,أسوان,المركز الرئيسي,الحي 5,شارع 21، خلف المدرسة، الحي 5,0113502591,"https://www.google.com/maps?q=29.250294606929113,31.76930276720823",DIST-21-742
صيدلية د. سيد أحمد,الغربية,المركز الرئيسي,الحي 8,شارع 77، خلف المسجد، الحي 8,0153488929,"https://www.google.com/maps?q=29.00043291381595,30.360391302344",DIST-07-790
صيدلية د. محمود أحمد,جنوب سيناء,المركز الرئيسي,الحي 8,شارع 4، خلف المدرسة، الحي 8,0108036344,"https://www.google.com/maps?q=30.430033373321667,30.798234351909976",DIST-26-755
صيدلية صيدليات شاكر - المركز الرئيسي,الوادي الجديد,المركز الرئيسي,الحي 1,شارع 33، خلف المسجد، الحي 1,0104310934,"https://www.google.com/maps?q=29.235538803010044,31.631565004920187",DIST-23-341
صيدلية صيدلية المدينة - شبرا,القاهرة,شبرا,الحي 10,شارع 16، خلف البنك، الحي 10,0122710355,"https://www.google.com/maps?q=29.277855014427733,31.885990463419567",DIST-00-296
صيدلية سيف - المركز الرئيسي,أسوان,المركز الرئيسي,الحي 5,شارع 27، خلف البنك، الحي 5,0107422919,"https://www.google.com/maps?q=30.54661158070478,31.735859129787265",DIST-21-555
صيدلية علي وعلي - المركز الرئيسي,أسيوط,المركز الرئيسي,الحي 8,شارع 84، خلف المسجد، الحي 8,0102988538,"https://www.google.com/maps?q=30.94952030277053,30.803371005744452",DIST-17-345
صيدلية مصر - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 3,شارع 53، خلف البنك، الحي 3,0158387529,"https://www.google.com/maps?q=30.12754467298416,31.004913679933995",DIST-06-685
صيدلية علي وعلي - المركز الرئيسي,الإسماعيلية,المركز الرئيسي,الحي 2,شارع 84، خلف المدرسة، الحي 2,0105117670,"https://www.google.com/maps?q=29.148325070884155,31.778489331592368",DIST-12-985
صيدلية رشدي - السيوف,الإسكندرية,السيوف,الحي 6,شارع 22، خلف المسجد، الحي 6,0108760238,"https://www.google.com/maps?q=29.309934850535576,30.72757066829784",DIST-02-373
صيدلية خليل - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 1,شارع 51، خلف البنك، الحي 1,0107731150,"https://www.google.com/maps?q=30.361435768033854,31.041586453782294",DIST-14-371
صيدلية صيدليات شاكر - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 5,شارع 89، خلف المسجد، الحي 5,0104568974,"https://www.google.com/maps?q=30.53445834211211,31.415522877660536",DIST-20-311
صيدلية مصر - المركز الرئيسي,شمال سيناء,المركز الرئيسي,الحي 3,شارع 22، خلف المسجد، الحي 3,0153159139,"https://www.google.com/maps?q=29.089444200671817,31.537925910463333",DIST-25-968
صيدلية 19011 - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 10,شارع 86، خلف المسجد، الحي 10,0151805414,"https://www.google.com/maps?q=29.34667164643787,30.649277530242067",DIST-06-717
صيدلية 19011 - المركز الرئيسي,أسوان,المركز الرئيسي,الحي 2,شارع 97، خلف المسجد، الحي 2,0126915811,"https://www.google.com/maps?q=30.497681428192152,30.43454501726181",DIST-21-956
صيدلية صيدليات شاكر - المركز الرئيسي,كفر الشيخ,المركز الرئيسي,الحي 3,شارع 72، خلف البنك، الحي 3,0117811264,"https://www.google.com/maps?q=29.808894432840024,31.5700453579402",DIST-09-489
صيدلية د. حسن حسن,بورسعيد,المركز الرئيسي,الحي 4,شارع 63، خلف المدرسة، الحي 4,0123148261,"https://www.google.com/maps?q=30.76950395467462,31.025335109619164",DIST-11-557
صيدلية العزبي - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 9,شارع 54، خلف المسجد، الحي 9,0125195743,"https://www.google.com/maps?q=29.349090891073534,31.413181524003367",DIST-22-324
صيدلية العزبي - المنصورة,الدقهلية,المنصورة,الحي 8,شارع 62، خلف البنك، الحي 8,0124736585,"https://www.google.com/maps?q=30.866716998579047,31.739032328658954",DIST-04-221
صيدلية خليل - المركز الرئيسي,كفر الشيخ,المركز الرئيسي,الحي 9,شارع 36، خلف البنك، الحي 9,0152064670,"https://www.google.com/maps?q=29.792583818458496,31.327849665295812",DIST-09-627
صيدلية صيدلية المدينة - العاشر من رمضان,الشرقية,العاشر من رمضان,الحي 5,شارع 1، خلف المسجد، الحي 5,0103704172,"https://www.google.com/maps?q=30.085570086540407,30.397380545033915",DIST-05-255
صيدلية سيف - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 8,شارع 32، خلف المسجد، الحي 8,0152784729,"https://www.google.com/maps?q=29.268601887089787,31.512109959027125",DIST-24-388
صيدلية صيدلية المدينة - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 2,شارع 69، خلف المدرسة، الحي 2,0119891313,"https://www.google.com/maps?q=30.81454554083058,31.06823121436587",DIST-14-354
صيدلية علي وعلي - سموحة,الإسكندرية,سموحة,الحي 9,شارع 70، خلف البنك، الحي 9,0153528412,"https://www.google.com/maps?q=30.666015292846303,30.602674479258148",DIST-02-332
صيدلية صيدليات شاكر - المركز الرئيسي,الغربية,المركز الرئيسي,الحي 6,شارع 71، خلف المدرسة، الحي 6,0121051423,"https://www.google.com/maps?q=30.698623320889926,30.49830075292843",DIST-07-573
صيدلية صيدليات شاكر - المركز الرئيسي,أسوان,المركز الرئيسي,الحي 5,شارع 24، خلف البنك، الحي 5,0111152941,"https://www.google.com/maps?q=30.68955837534551,30.26067121048909",DIST-21-133
صيدلية سيف - المركز الرئيسي,السويس,المركز الرئيسي,الحي 2,شارع 34، خلف المدرسة، الحي 2,0116787597,"https://www.google.com/maps?q=29.567165476947043,30.873031541359712",DIST-13-824
صيدلية صيدليات شاكر - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 9,شارع 30، خلف البنك، الحي 9,0103510224,"https://www.google.com/maps?q=29.539172094243582,30.08505264819865",DIST-06-257
صيدلية خليل - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 6,شارع 1، خلف البنك، الحي 6,0108127391,"https://www.google.com/maps?q=29.78657152994674,31.43631578612527",DIST-11-120
صيدلية د. أحمد حسن,أسوان,المركز الرئيسي,الحي 3,شارع 53، خلف المدرسة، الحي 3,0129388841,"https://www.google.com/maps?q=29.359091989382055,30.464142759774695",DIST-21-386
صيدلية د. حسين حسن,الدقهلية,طلخا,الحي 4,شارع 70، خلف البنك، الحي 4,0155810039,"https://www.google.com/maps?q=29.46537971074806,30.998097162873872",DIST-04-799
صيدلية د. حسن سيد,مطروح,المركز الرئيسي,الحي 7,شارع 97، خلف المسجد، الحي 7,0101679269,"https://www.google.com/maps?q=30.158528274036243,30.60336043638343",DIST-24-437
صيدلية علي وعلي - المركز الرئيسي,أسيوط,المركز الرئيسي,الحي 9,شارع 29، خلف المسجد، الحي 9,0108449325,"https://www.google.com/maps?q=30.2938702545771,31.360482589020975",DIST-17-480
صيدلية علي وعلي - المركز الرئيسي,مطروح,المركز الرئيسي,الحي 9,شارع 84، خلف البنك، الحي 9,0111431824,"https://www.google.com/maps?q=30.13118594554063,31.07360011390086",DIST-24-202
صيدلية علي وعلي - السنبلاوين,الدقهلية,السنبلاوين,الحي 3,شارع 35، خلف المدرسة، الحي 3,0122371912,"https://www.google.com/maps?q=29.783063151598682,30.584075729604045",DIST-04-236
صيدلية صيدلية المدينة - مصر الجديدة,القاهرة,مصر الجديدة,الحي 6,شارع 5، خلف المدرسة، الحي 6,0123915088,"https://www.google.com/maps?q=30.552377617032562,31.043195401134074",DIST-00-277
صيدلية العزبي - المركز الرئيسي,بني سويف,المركز الرئيسي,الحي 6,شارع 46، خلف المسجد، الحي 6,0106774198,"https://www.google.com/maps?q=29.896541420187116,30.489035895487405",DIST-15-595
صيدلية سيف - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 7,شارع 63، خلف المدرسة، الحي 7,0129050348,"https://www.google.com/maps?q=29.610583494459025,31.851993783785865",DIST-11-875
صيدلية علي وعلي - المركز الرئيسي,المنيا,المركز الرئيسي,الحي 10,شارع 98، خلف البنك، الحي 10,0109426968,"https://www.google.com/maps?q=29.438039918957124,30.487757579976634",DIST-16-311
صيدلية رشدي - المركز الرئيسي,قنا,المركز الرئيسي,الحي 10,شارع 70، خلف البنك، الحي 10,0114206797,"https://www.google.com/maps?q=29.463394619697294,30.087214842636307",DIST-19-561
صيدلية مصر - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 4,شارع 91، خلف المدرسة، الحي 4,0155150525,"https://www.google.com/maps?q=30.312562826502745,30.224049061046838",DIST-26-183
صيدلية د. حسن محمد,سوهاج,المركز الرئيسي,الحي 2,شارع 77، خلف البنك، الحي 2,0152937848,"https://www.google.com/maps?q=30.143610629420742,30.847986438058573",DIST-18-471
صيدلية د. سيد حسن,كفر الشيخ,المركز الرئيسي,الحي 10,شارع 15، خلف المدرسة، الحي 10,0126994229,"https://www.google.com/maps?q=29.982202906361305,30.324982297059346",DIST-09-435
صيدلية خليل - فيصل,الجيزة,فيصل,الحي 9,شارع 6، خلف البنك، الحي 9,0103253873,"https://www.google.com/maps?q=30.98240468332138,30.320347753377483",DIST-01-246
صيدلية العزبي - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 9,شارع 10، خلف البنك، الحي 9,0114459262,"https://www.google.com/maps?q=30.504910904545415,31.49742358624728",DIST-20-406
صيدلية علي وعلي - المركز الرئيسي,بورسعيد,المركز الرئيسي,الحي 7,شارع 45، خلف المدرسة، الحي 7,0157079696,"https://www.google.com/maps?q=29.85677277425379,31.098265280556035",DIST-11-894
صيدلية صيدليات شاكر - المركز الرئيسي,البحيرة,المركز الرئيسي,الحي 7,شارع 15، خلف المدرسة، الحي 7,0121637384,"https://www.google.com/maps?q=30.112190179221837,30.508377700468632",DIST-08-755
صيدلية د. محمد علي,الغربية,المركز الرئيسي,الحي 2,شارع 90، خلف البنك، الحي 2,0128034043,"https://www.google.com/maps?q=29.9372163134024,31.235525010061114",DIST-07-486
صيدلية صيدليات شاكر - المركز الرئيسي,الإسماعيلية,المركز الرئيسي,الحي 6,شارع 13، خلف البنك، الحي 6,0104667382,"https://www.google.com/maps?q=29.720574566632358,31.99032716309771",DIST-12-100
صيدلية د. أحمد علي,المنيا,المركز الرئيسي,الحي 5,شارع 4، خلف المدرسة، الحي 5,0125324808,"https://www.google.com/maps?q=30.008062538697644,31.04173049224591",DIST-16-820
صيدلية د. سيد علي,الإسكندرية,العجمي,الحي 10,شارع 59، خلف المسجد، الحي 10,0152524613,"https://www.google.com/maps?q=30.24591047878279,30.228199927952037",DIST-02-794
صيدلية خليل - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 7,شارع 12، خلف المسجد، الحي 7,0118192695,"https://www.google.com/maps?q=29.593117176531095,30.864064120412127",DIST-14-605
صيدلية د. محمد حسن,الفيوم,المركز الرئيسي,الحي 4,شارع 80، خلف المسجد، الحي 4,0124846078,"https://www.google.com/maps?q=30.427764453922286,30.80910595157852",DIST-14-829
صيدلية سيف - الشيخ زايد,الجيزة,الشيخ زايد,الحي 5,شارع 70، خلف المسجد، الحي 5,0121787437,"https://www.google.com/maps?q=30.745331530023186,31.743729852092674",DIST-01-200
صيدلية د. محمود سيد,مطروح,المركز الرئيسي,الحي 1,شارع 14، خلف المدرسة، الحي 1,0155832429,"https://www.google.com/maps?q=29.496381455741822,31.746591781831114",DIST-24-110
صيدلية د. علي محمد,قنا,المركز الرئيسي,الحي 10,شارع 43، خلف المدرسة، الحي 10,0106693515,"https://www.google.com/maps?q=29.001928875801813,31.38611851172911",DIST-19-198
صيدلية د. محمود أحمد,الشرقية,العاشر من رمضان,الحي 5,شارع 59، خلف البنك، الحي 5,0155974989,"https://www.google.com/maps?q=29.4104129362791,30.55958429962848",DIST-05-866
صيدلية خليل - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 6,شارع 97، خلف المدرسة، الحي 6,0156186086,"https://www.google.com/maps?q=29.45129848549177,30.987681918602377",DIST-20-191
صيدلية مصر - المركز الرئيسي,قنا,المركز الرئيسي,الحي 8,شارع 73، خلف البنك، الحي 8,0157929880,"https://www.google.com/maps?q=30.094391052503536,30.838643833611226",DIST-19-893
صيدلية د. حسن محمد,الفيوم,المركز الرئيسي,الحي 6,شارع 91، خلف المدرسة، الحي 6,0157499061,"https://www.google.com/maps?q=30.8777218916878,31.178600202924702",DIST-14-197
صيدلية د. حسن محمود,بني سويف,المركز الرئيسي,الحي 3,شارع 31، خلف المدرسة، الحي 3,0106703423,"https://www.google.com/maps?q=29.13036273396695,30.694045096714213",DIST-15-514
صيدلية د. محمد حسين,الإسماعيلية,المركز الرئيسي,الحي 10,شارع 14، خلف البنك، الحي 10,0108646446,"https://www.google.com/maps?q=29.797365646669927,30.1482265589005",DIST-12-146
صيدلية د. إبراهيم محمود,الجيزة,الشيخ زايد,الحي 4,شارع 60، خلف المدرسة، الحي 4,0104420271,"https://www.google.com/maps?q=29.840984095599175,30.30541274147944",DIST-01-714
صيدلية 19011 - الدقي,الجيزة,الدقي,الحي 8,شارع 9، خلف المسجد، الحي 8,0107106555,"https://www.google.com/maps?q=29.26269962048419,31.402011005732685",DIST-01-472
صيدلية خليل - السنبلاوين,الدقهلية,السنبلاوين,الحي 10,شارع 1، خلف البنك، الحي 10,0128960105,"https://www.google.com/maps?q=29.193553142538974,30.024497424045155",DIST-04-582
صيدلية مصر - الزقازيق,الشرقية,الزقازيق,الحي 4,شارع 89، خلف البنك، الحي 4,0114292525,"https://www.google.com/maps?q=29.435868382885538,30.476194403772556",DIST-05-341
صيدلية علي وعلي - المركز الرئيسي,أسيوط,المركز الرئيسي,الحي 1,شارع 87، خلف المسجد، الحي 1,0158438259,"https://www.google.com/maps?q=30.245521568697825,31.21081860777592",DIST-17-116
صيدلية صيدلية المدينة - الزقازيق,الشرقية,الزقازيق,الحي 4,شارع 95، خلف المدرسة، الحي 4,0156153074,"https://www.google.com/maps?q=30.992256380706923,31.92520946214028",DIST-05-503
صيدلية خليل - المركز الرئيسي,الأقصر,المركز الرئيسي,الحي 9,شارع 35، خلف البنك، الحي 9,0104673314,"https://www.google.com/maps?q=30.577377085213033,31.36826431690684",DIST-20-128
صيدلية د. سيد أحمد,شمال سيناء,المركز الرئيسي,الحي 7,شارع 29، خلف المدرسة، الحي 7,0151680705,"https://www.google.com/maps?q=30.061464106530998,30.17760566655825",DIST-25-802
صيدلية د. سيد أحمد,البحر الأحمر,المركز الرئيسي,الحي 2,شارع 29، خلف المسجد، الحي 2,0154466959,"https://www.google.com/maps?q=29.03902663981138,31.456351805008794",DIST-22-707
صيدلية د. علي إبراهيم,شمال سيناء,المركز الرئيسي,الحي 10,شارع 62، خلف البنك، الحي 10,0155486683,"https://www.google.com/maps?q=30.14578796647583,30.115125364437322",DIST-25-797
صيدلية د. إبراهيم علي,المنيا,المركز الرئيسي,الحي 6,شارع 72، خلف المسجد، الحي 6,0123864232,"https://www.google.com/maps?q=29.347446600296866,31.018803478202404",DIST-16-400
صيدلية د. علي علي,شمال سيناء,المركز الرئيسي,الحي 1,شارع 95، خلف البنك، الحي 1,0126712023,"https://www.google.com/maps?q=29.699352009183702,31.199351620587773",DIST-25-244
صيدلية صيدلية المدينة - المركز الرئيسي,الإسماعيلية,المركز الرئيسي,الحي 10,شارع 67، خلف البنك، الحي 10,0119113195,"https://www.google.com/maps?q=29.72729810699745,31.857798352329073",DIST-12-427
صيدلية د. أحمد محمد,بني سويف,المركز الرئيسي,الحي 9,شارع 52، خلف المسجد، الحي 9,0121721788,"https://www.google.com/maps?q=30.0783447541592,30.390629477177004",DIST-15-749
صيدلية د. سيد محمود,المنوفية,المركز الرئيسي,الحي 8,شارع 88، خلف المسجد، الحي 8,0123299110,"https://www.google.com/maps?q=30.929559283429157,30.793418617538816",DIST-06-834
صيدلية د. سيد حسين,كفر الشيخ,المركز الرئيسي,الحي 5,شارع 94، خلف البنك، الحي 5,0108019313,"https://www.google.com/maps?q=30.84575058572813,31.829010697712967",DIST-09-649
صيدلية د. أحمد محمد,كفر الشيخ,المركز الرئيسي,الحي 4,شارع 7، خلف البنك، الحي 4,0107508641,"https://www.google.com/maps?q=29.305665832402347,31.020634344059264",DIST-09-377
صيدلية صيدلية المدينة - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 1,شارع 51، خلف البنك، الحي 1,0119500919,"https://www.google.com/maps?q=29.70592202009666,31.597900582162055",DIST-22-510
صيدلية د. إبراهيم محمد,قنا,المركز الرئيسي,الحي 7,شارع 89، خلف المدرسة، الحي 7,0101322085,"https://www.google.com/maps?q=30.638330508281705,30.8320660442821",DIST-19-245
صيدلية سيف - سموحة,الإسكندرية,سموحة,الحي 9,شارع 69، خلف البنك، الحي 9,0127899196,"https://www.google.com/maps?q=29.425626469550963,31.490627828895807",DIST-02-725
صيدلية د. محمود أحمد,أسوان,المركز الرئيسي,الحي 1,شارع 65، خلف المدرسة، الحي 1,0128586711,"https://www.google.com/maps?q=29.373700816254406,31.267353920825546",DIST-21-639
صيدلية 19011 - المركز الرئيسي,شمال سيناء,المركز الرئيسي,الحي 10,شارع 100، خلف المدرسة، الحي 10,0115348915,"https://www.google.com/maps?q=29.125585927598756,31.875218619486954",DIST-25-412
صيدلية مصر - المركز الرئيسي,البحيرة,المركز الرئيسي,الحي 4,شارع 47، خلف المدرسة، الحي 4,0157225346,"https://www.google.com/maps?q=29.79941859294383,30.162378671752197",DIST-08-390
صيدلية د. إبراهيم علي,البحر الأحمر,المركز الرئيسي,الحي 5,شارع 69، خلف البنك، الحي 5,0123399957,"https://www.google.com/maps?q=30.799595065452777,31.045303850952045",DIST-22-504
صيدلية علي وعلي - المركز الرئيسي,الفيوم,المركز الرئيسي,الحي 5,شارع 40، خلف البنك، الحي 5,0117005715,"https://www.google.com/maps?q=30.781830825979288,31.535023983290735",DIST-14-158
صيدلية رشدي - المركز الرئيسي,دمياط,المركز الرئيسي,الحي 3,شارع 5، خلف المسجد، الحي 3,0106442262,"https://www.google.com/maps?q=29.67576257746074,30.957246596985634",DIST-10-139
صيدلية صيدليات شاكر - المركز الرئيسي,الوادي الجديد,المركز الرئيسي,الحي 7,شارع 47، خلف البنك، الحي 7,0106833388,"https://www.google.com/maps?q=30.167664263592428,31.390608903574172",DIST-23-657
صيدلية د. إبراهيم سيد,الفيوم,المركز الرئيسي,الحي 4,شارع 73، خلف المدرسة، الحي 4,0157016427,"https://www.google.com/maps?q=29.65837603604685,30.671472739723974",DIST-14-641
صيدلية د. إبراهيم محمود,الوادي الجديد,المركز الرئيسي,الحي 3,شارع 25، خلف البنك، الحي 3,0115318538,"https://www.google.com/maps?q=30.78040358658019,30.65663645649685",DIST-23-155
صيدلية سيف - المركز الرئيسي,الغربية,المركز الرئيسي,الحي 10,شارع 83، خلف المسجد، الحي 10,0152238198,"https://www.google.com/maps?q=30.64015898557683,31.1459872849199",DIST-07-906
صيدلية صيدليات شاكر - المركز الرئيسي,المنوفية,المركز الرئيسي,الحي 10,شارع 80، خلف البنك، الحي 10,0117344492,"https://www.google.com/maps?q=30.942079670583237,30.67976191084822",DIST-06-323
صيدلية د. حسين سيد,القليوبية,المركز الرئيسي,الحي 8,شارع 70، خلف البنك، الحي 8,0108786113,"https://www.google.com/maps?q=30.92633169660699,30.516362803919556",DIST-03-208
صيدلية رشدي - المركز الرئيسي,القليوبية,المركز الرئيسي,الحي 7,شارع 41، خلف المسجد، الحي 7,0114755227,"https://www.google.com/maps?q=29.801096159205276,31.373898373047606",DIST-03-326
صيدلية د. سيد سيد,مطروح,المركز الرئيسي,الحي 5,شارع 10، خلف المدرسة، الحي 5,0116531436,"https://www.google.com/maps?q=29.71426115320219,30.52334866944491",DIST-24-177
صيدلية د. أحمد إبراهيم,مطروح,المركز الرئيسي,الحي 2,شارع 22، خلف المدرسة، الحي 2,0115366090,"https://www.google.com/maps?q=30.223569468884534,30.33822410237529",DIST-24-977
صيدلية رشدي - المركز الرئيسي,الغربية,المركز الرئيسي,الحي 2,شارع 52، خلف المدرسة، الحي 2,0102454105,"https://www.google.com/maps?q=30.550209613218655,30.68726452136127",DIST-07-197
صيدلية د. إبراهيم حسن,البحيرة,المركز الرئيسي,الحي 3,شارع 22، خلف المسجد، الحي 3,0108428880,"https://www.google.com/maps?q=30.890003359489544,31.005102696818238",DIST-08-257
صيدلية العزبي - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 5,شارع 67، خلف المسجد، الحي 5,0128560723,"https://www.google.com/maps?q=29.512036114975274,30.278396770581033",DIST-22-385
صيدلية د. حسن محمد,أسيوط,المركز الرئيسي,الحي 8,شارع 58، خلف المسجد، الحي 8,0153473364,"https://www.google.com/maps?q=29.499971209507127,30.909445408900005",DIST-17-377
صيدلية د. إبراهيم حسين,الجيزة,الهرم,الحي 4,شارع 10، خلف البنك، الحي 4,0152485600,"https://www.google.com/maps?q=29.850245531157906,31.45522456245139",DIST-01-401
صيدلية خليل - المركز الرئيسي,شمال سيناء,المركز الرئيسي,الحي 3,شارع 17، خلف البنك، الحي 3,0155619424,"https://www.google.com/maps?q=29.503360068642095,30.264834973347693",DIST-25-408
صيدلية العزبي - المركز الرئيسي,البحر الأحمر,المركز الرئيسي,الحي 9,شارع 17، خلف البنك، الحي 9,0115881060,"https://www.google.com/maps?q=30.26253598148786,31.028019649129455",DIST-22-672
صيدلية د. محمود أحمد,الشرقية,العاشر من رمضان,الحي 9,شارع 31، خلف البنك، الحي 9,0103627829,"https://www.google.com/maps?q=29.719201807820074,31.360596287124118",DIST-05-740
صيدلية رشدي - المركز الرئيسي,قنا,المركز الرئيسي,الحي 8,شارع 23، خلف المدرسة، الحي 8,0111508089,"https://www.google.com/maps?q=30.12686733631617,31.179016600160026",DIST-19-745
صيدلية د. محمد إبراهيم,شمال سيناء,المركز الرئيسي,الحي 6,شارع 25، خلف المدرسة، الحي 6,0154418132,"https://www.google.com/maps?q=29.388312375255108,31.78407502453461",DIST-25-510
صيدلية علي وعلي - المركز الرئيسي,جنوب سيناء,المركز الرئيسي,الحي 1,شارع 30، خلف المسجد، الحي 1,0104783490,"https://www.google.com/maps?q=29.67702300917519,30.819845832205605",DIST-26-346
صيدلية رشدي - الزقازيق,الشرقية,الزقازيق,الحي 2,شارع 65، خلف البنك، الحي 2,0127334940,"https://www.google.com/maps?q=29.770752154196913,30.205534472951744",DIST-05-225
صيدلية د. سيد حسن,بني سويف,المركز الرئيسي,الحي 1,شارع 71، خلف البنك، الحي 1,0153413865,"https://www.google.com/maps?q=29.056062853066685,31.072630230070285",DIST-15-792
صيدلية رشدي - بلبيس,الشرقية,بلبيس,الحي 7,شارع 60، خلف المسجد، الحي 7,0121993248,"https://www.google.com/maps?q=29.809333240324627,30.712442259673175",DIST-05-284
